Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
10.0.0.3-10.0.0.254-32903-1883-6,10.0.0.3,32903,10.0.0.254,1883,6,31/08/2023 03:05:56 PM,119001468,122,122,2145.0,4.0,20.0,0.0,17.581967213114755,2.3242884414905807,2.0,0.0,0.0327868852459016,0.2550134084793733,18.05860075608479,2.0503948741203764,489717.975308642,500156.93223940383,1008245.0,11.0,119001431.0,983482.9008264464,127853.34974587128,1008334.0,1435.0,119001421.0,983482.818181818,128297.99185340614,1041036.0,95.0,1,0,0,0,3904,3904,1.0251974370601882,1.0251974370601882,0.0,20.0,8.840816326530609,8.943078612456944,79.97865506858481,0,0,0,122,244,0,0,0,1.0,8.87704918032787,17.581967213114755,0.0327868852459016,0,0,0,73,4,24,2,35,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
10.0.0.12-10.0.0.254-45881-1883-6,10.0.0.12,45881,10.0.0.254,1883,6,31/08/2023 03:05:56 PM,119001446,122,122,2284.0,4.0,21.0,0.0,18.72131147540984,2.440235373696722,2.0,0.0,0.0327868852459016,0.2550134084793733,19.22665712818313,2.050395253180369,489717.88477366266,500189.6934512491,1008412.0,10.0,119001418.0,983482.7933884296,127861.64792070618,1008432.0,1496.0,119001357.0,983482.2892561984,128291.98783227777,1040609.0,35.0,1,0,0,0,3904,3904,1.0251976265901843,1.0251976265901843,0.0,21.0,9.416326530612242,9.52252177086235,90.67842087654742,0,0,0,122,244,0,0,0,1.0,9.454918032786884,18.72131147540984,0.0327868852459016,0,0,0,78,4,26,2,37,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
10.0.0.3-10.0.0.254-46423-1883-6,10.0.0.3,46423,10.0.0.254,1883,6,31/08/2023 03:05:56 PM,119002157,122,122,2142.0,4.0,20.0,0.0,17.557377049180324,2.325031521435194,2.0,0.0,0.0327868852459016,0.2550134084793733,18.033286573116484,2.050383002721539,489720.8106995885,500219.49465866224,1010298.0,9.0,119002071.0,983488.1900826446,127708.97898231444,1010319.0,2793.0,119002136.0,983488.7272727272,128264.32496249035,1038882.0,84.0,1,0,0,0,3904,3904,1.0251915013607695,1.0251915013607695,0.0,20.0,8.832653061224487,8.93513482415691,79.83663432586152,0,0,0,122,244,0,0,0,1.0,8.868852459016393,17.557377049180328,0.0327868852459016,0,0,0,67,4,25,2,35,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
10.0.0.12-10.0.0.254-40595-1883-6,10.0.0.12,40595,10.0.0.254,1883,6,31/08/2023 03:05:56 PM,119001558,122,122,2284.0,4.0,21.0,0.0,18.72131147540984,2.440235373696722,2.0,0.0,0.0327868852459016,0.2550134084793733,19.226639032742742,2.0503933234218663,489718.3456790124,500185.6280357405,1009832.0,9.0,119001536.0,983483.7685950416,127810.16057691192,1009859.0,1920.0,119001531.0,983483.7272727272,128279.26286556736,1040657.0,150.0,1,0,0,0,3904,3904,1.0251966617109332,1.0251966617109332,0.0,21.0,9.416326530612242,9.52252177086235,90.67842087654742,0,0,0,122,244,0,0,0,1.0,9.454918032786884,18.72131147540984,0.0327868852459016,0,0,0,77,4,25,2,41,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
10.0.0.7-10.0.0.254-39605-1883-6,10.0.0.7,39605,10.0.0.254,1883,6,31/08/2023 03:05:56 PM,119001138,122,122,5367.0,4.0,46.0,0.0,43.99180327868852,5.722936167231295,2.0,0.0,0.0327868852459016,0.2550134084793733,45.13402216372082,2.0504005600349804,489716.6172839506,500198.2534838264,1009759.0,11.0,119001041.0,983479.6776859506,127865.28639830375,1009784.0,1474.0,119001039.0,983479.6611570248,128275.55501117856,1040331.0,71.0,1,0,0,0,3904,3904,1.0252002800174902,1.0252002800174902,0.0,46.0,22.1061224489796,22.39485823747826,501.5296754767479,0,0,0,122,244,0,0,0,1.0,22.19672131147541,43.99180327868852,0.0327868852459016,0,0,0,165,4,62,2,94,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
10.0.0.7-10.0.0.254-43443-1883-6,10.0.0.7,43443,10.0.0.254,1883,6,31/08/2023 03:05:56 PM,119000678,122,122,5365.0,4.0,47.0,0.0,43.97540983606556,5.72433274433242,2.0,0.0,0.0327868852459016,0.2550134084793733,45.11739000344184,2.0504084859079543,489714.7242798354,500196.00420610537,1008757.0,11.0,119000656.0,983476.4958677684,127804.40356622588,1008768.0,1973.0,119000656.0,983476.4958677684,128280.88155359992,1040575.0,98.0,1,0,0,0,3904,3904,1.0252042429539772,1.0252042429539772,0.0,47.0,22.09795918367348,22.387025020324213,501.1788892606223,0,0,0,122,244,0,0,0,1.0,22.188524590163933,43.97540983606557,0.0327868852459016,0,0,0,163,4,62,2,92,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
10.0.0.14-10.0.0.254-44593-1883-6,10.0.0.14,44593,10.0.0.254,1883,6,31/08/2023 03:05:56 PM,117000710,44,44,884.0,4.0,22.0,0.0,20.09090909090909,6.114482167574769,2.0,0.0,0.0909090909090909,0.4214141098829708,7.589697532604717,0.7521321879157827,1344835.7471264373,1467385.7542572904,3008558.0,11.0,117000625.0,2720944.7674418595,766292.4910623953,3008572.0,2015.0,117000649.0,2720945.3255813955,761434.4423550892,3008586.0,209.0,1,0,0,0,1408,1408,0.3760660939578913,0.3760660939578913,0.0,22.0,10.224719101123592,10.95211977094012,119.94892747701742,0,0,0,44,88,0,0,0,1.0,10.340909090909092,20.09090909090909,0.0909090909090909,0,0,0,0,0,0,1,22,1,0,502,64,41,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
10.0.0.14-10.0.0.254-44845-1883-6,10.0.0.14,44845,10.0.0.254,1883,6,31/08/2023 03:05:56 PM,117001490,44,44,884.0,4.0,22.0,0.0,20.09090909090909,6.114482167574769,2.0,0.0,0.0909090909090909,0.4214141098829708,7.589646935265525,0.752127173765052,1344844.7126436783,1467292.5745644905,3008263.0,12.0,117001463.0,2720964.255813954,766013.8437168804,3008275.0,2461.0,117001427.0,2720963.4186046515,761088.074280132,3008295.0,91.0,1,0,0,0,1408,1408,0.376063586882526,0.376063586882526,0.0,22.0,10.224719101123592,10.95211977094012,119.94892747701742,0,0,0,44,88,0,0,0,1.0,10.340909090909092,20.09090909090909,0.0909090909090909,0,0,0,0,0,0,1,22,1,0,502,64,41,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
10.0.0.2-10.0.0.254-42011-1883-6,10.0.0.2,42011,10.0.0.254,1883,6,31/08/2023 03:05:58 PM,116001985,34,34,664.0,4.0,22.0,0.0,19.52941176470588,6.876553462475343,2.0,0.0,0.1176470588235294,0.4776651472212257,5.758522149427011,0.5861968655105342,1731372.9104477612,1948175.0968434203,4002556.0,49.0,116001930.0,3515210.0000000005,1175739.708320043,4002673.0,2902.0,116001870.0,3515208.181818182,1169421.508313818,4002616.0,134.0,1,0,0,0,1088,1088,0.2930984327552671,0.2930984327552671,0.0,22.0,9.999999999999998,10.92756902087021,119.41176470588232,0,0,0,34,68,0,0,0,1.0,10.147058823529411,19.529411764705884,0.1176470588235294,0,0,0,0,0,0,1,22,1,0,502,64,31,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
10.0.0.6-10.0.0.254-45125-1883-6,10.0.0.6,45125,10.0.0.254,1883,6,31/08/2023 03:05:58 PM,110002504,16,16,177.0,4.0,15.0,0.0,11.062499999999998,6.038418667167754,2.0,0.0,0.25,0.6831300510639732,1.6454170897782472,0.2909024689110713,3548467.8709677425,4732930.256732002,10001356.0,16.0,110002488.0,7333499.199999999,4287407.908203697,10002225.0,2885.0,110002479.0,7333498.599999999,4274889.194491057,10001426.0,105.0,1,0,0,0,512,512,0.1454512344555356,0.1454512344555356,0.0,15.0,5.909090909090909,6.974792274521678,48.64772727272728,0,0,0,16,32,0,0,0,1.0,6.09375,11.0625,0.25,0,0,0,0,0,0,1,16,1,0,502,64,13,32,189433.63636363635,421368.0055208921,1044143.0,20.0,9810792.545454543,400228.2044182704,10001356.0,9001145.0,DoS UDP Flood,1
10.0.0.9-10.0.0.254-43159-1883-6,10.0.0.9,43159,10.0.0.254,1883,6,31/08/2023 03:05:58 PM,115002347,28,28,601.0,4.0,25.0,0.0,21.46428571428571,8.522224291715567,2.0,0.0,0.1428571428571429,0.5245305283129621,5.2607621999227545,0.4869465837945029,2090951.763636364,2425549.6227953047,5004462.0,13.0,115002259.0,4259342.925925926,1631211.5984265977,5004553.0,3012.0,115002328.0,4259345.481481482,1623403.6006407929,5004475.0,109.0,1,0,0,0,896,896,0.2434732918972514,0.2434732918972514,0.0,25.0,11.052631578947372,12.342465967764038,152.3364661654135,0,0,0,28,56,0,0,0,1.0,11.25,21.464285714285715,0.1428571428571428,0,0,0,0,0,0,1,26,1,0,502,64,25,32,7220124.88888889,6181083.31042592,19999299.0,13.0,5002399.444444445,1058.0048571618347,5004462.0,5001137.0,DoS UDP Flood,1
10.0.0.2-10.0.0.254-44021-1883-6,10.0.0.2,44021,10.0.0.254,1883,6,31/08/2023 03:05:58 PM,116001859,34,34,664.0,4.0,22.0,0.0,19.52941176470588,6.876553462475343,2.0,0.0,0.1176470588235294,0.4776651472212257,5.758528404273245,0.5861975022314082,1731371.029850746,1948141.3312742943,4002197.0,9.0,116001839.0,3515207.2424242427,1175848.1706885577,4002219.0,1767.0,116001842.0,3515207.333333334,1169165.189611205,4002211.0,73.0,1,0,0,0,1088,1088,0.2930987511157041,0.2930987511157041,0.0,22.0,9.999999999999998,10.92756902087021,119.41176470588232,0,0,0,34,68,0,0,0,1.0,10.147058823529411,19.529411764705884,0.1176470588235294,0,0,0,0,0,0,1,22,1,0,502,64,31,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
10.0.0.6-10.0.0.254-33623-1883-6,10.0.0.6,33623,10.0.0.254,1883,6,31/08/2023 03:05:58 PM,110001969,16,16,176.0,4.0,15.0,0.0,10.999999999999998,6.0,2.0,0.0,0.25,0.6831300510639732,1.6363343459788433,0.2909038837295721,3548450.612903225,4732989.134521605,10002609.0,12.0,110001957.0,7333463.800000001,4287672.250752702,10002691.0,2726.0,110001887.0,7333459.133333334,4275054.525314199,10002642.0,83.0,1,0,0,0,512,512,0.145451941864786,0.145451941864786,0.0,15.0,5.878787878787879,6.936126331378955,48.10984848484848,0,0,0,16,32,0,0,0,1.0,6.0625,11.0,0.25,0,0,0,0,0,0,1,16,1,0,502,64,13,32,189285.63636363635,421052.04917213565,1043332.0,12.0,9810892.272727272,399547.3799804201,10002609.0,9003002.0,DoS UDP Flood,1
10.0.0.8-10.0.0.254-35085-1883-6,10.0.0.8,35085,10.0.0.254,1883,6,31/08/2023 03:05:58 PM,115004068,28,28,423.0,4.0,18.0,0.0,15.107142857142856,5.902537343375905,2.0,0.0,0.1428571428571429,0.5245305283129621,3.7129121380297607,0.4869392967907883,2090983.054545454,2425653.9381399923,5004465.0,11.0,115004042.0,4259408.962962963,1631391.79035586,5004479.0,2538.0,115004048.0,4259409.185185187,1623567.7643329932,5004476.0,49.0,1,0,0,0,896,896,0.2434696483953941,0.2434696483953941,0.0,18.0,7.807017543859647,8.648779014757825,74.80137844611532,0,0,0,28,56,0,0,0,1.0,7.946428571428571,15.107142857142858,0.1428571428571428,0,0,0,0,0,0,1,18,1,0,502,64,25,32,5452641.545454545,4156790.6310237073,15002077.0,11.0,5002271.363636363,1469.5601568310767,5004465.0,5000661.0,DoS UDP Flood,1
10.0.0.8-10.0.0.254-34125-1883-6,10.0.0.8,34125,10.0.0.254,1883,6,31/08/2023 03:05:58 PM,115003412,28,28,422.0,4.0,18.0,0.0,15.071428571428571,5.887391244122957,2.0,0.0,0.1428571428571429,0.5245305283129621,3.704237922958321,0.4869420743794975,2090971.127272727,2425524.564207764,5004145.0,15.0,115003316.0,4259382.074074074,1631239.878547366,5004178.0,2274.0,115003333.0,4259382.703703704,1623234.5626405892,5004171.0,73.0,1,0,0,0,896,896,0.2434710371897487,0.2434710371897487,0.0,18.0,7.789473684210527,8.628724541787454,74.45488721804512,0,0,0,28,56,0,0,0,1.0,7.928571428571429,15.071428571428571,0.1428571428571428,0,0,0,0,0,0,1,18,1,0,502,64,25,32,5452938.0,4156853.147971432,15002405.0,20.0,5001908.909090909,1123.9463914746066,5004145.0,5000384.0,DoS UDP Flood,1
10.0.0.9-10.0.0.254-36845-1883-6,10.0.0.9,36845,10.0.0.254,1883,6,31/08/2023 03:05:58 PM,115003421,28,28,601.0,4.0,25.0,0.0,21.46428571428571,8.522224291715567,2.0,0.0,0.1428571428571429,0.5245305283129621,5.260713070439878,0.4869420362721209,2090971.29090909,2425561.706199806,5004667.0,11.0,115003409.0,4259385.518518518,1631136.4987775425,5004678.0,2240.0,115003402.0,4259385.259259259,1623295.3438860478,5004695.0,89.0,1,0,0,0,896,896,0.2434710181360604,0.2434710181360604,0.0,25.0,11.052631578947372,12.342465967764038,152.3364661654135,0,0,0,28,56,0,0,0,1.0,11.25,21.464285714285715,0.1428571428571428,0,0,0,0,0,0,1,26,1,0,502,64,25,32,5452703.818181818,4156831.035656124,15002131.0,28.0,5002151.545454545,1521.2638406032202,5004667.0,5000237.0,DoS UDP Flood,1
44.235.194.199-192.168.137.243-8883-40170-6,44.235.194.199,8883,192.168.137.243,40170,6,31/08/2023 03:05:56 PM,105491293,10,10,138.0,287.0,69.0,0.0,13.8,29.09295447354909,149.0,0.0,28.700000000000003,51.08391788681314,4.028768516468937,0.1895891066573617,5552173.315789473,8137749.12141103,20072010.0,615.0,105491293.0,11721254.777777778,8879315.394150889,20479836.0,615.0,85020242.0,9446693.555555556,8943084.028210139,20484450.0,88821.0,0,0,0,0,320,320,0.0947945533286808,0.0947945533286808,0.0,149.0,20.23809523809524,40.40037717881451,1632.190476190476,0,0,0,5,20,0,0,0,1.0,21.25,13.8,28.7,0,0,0,0,0,0,1,17,1,35,9,3650,2,32,2235130.75,3646328.852209884,7704624.0,411534.0,18608624.4,2073128.7061037235,20072010.0,15631752.0,DoS UDP Flood,1
192.168.137.241-35.169.85.245-39149-443-6,192.168.137.241,39149,35.169.85.245,443,6,31/08/2023 03:06:01 PM,109810538,18,14,552.0,276.0,69.0,0.0,30.666666666666664,35.28038948697904,69.0,0.0,19.714285714285715,32.34769893475618,7.54025993388722,0.2914110119376703,3542275.41935484,6655019.666409999,20076635.0,478.0,109402840.0,6435461.176470589,8238702.357137555,20484408.0,478.0,109365805.0,8412754.23076923,8588185.470129251,20484609.0,8772.0,1,0,0,0,360,280,0.1639186942149395,0.1274923177227307,0.0,69.0,27.181818181818183,34.23763877797225,1172.2159090909092,0,0,0,12,32,0,0,0,0.0,28.03125,30.666666666666668,19.714285714285715,0,0,0,0,0,0,2,69,1,34,7300,30016,7,20,960864.8571428572,989934.4290920532,3005205.0,407773.0,14668112.285714284,5848969.92144351,20076635.0,6504371.0,DoS UDP Flood,1
192.168.137.35-34.66.16.188-48130-443-6,192.168.137.35,48130,34.66.16.188,443,6,31/08/2023 03:06:03 PM,90689753,9,5,1024.0,656.0,256.0,0.0,113.77777777777776,134.92384683385086,164.0,0.0,131.2,73.3430296619931,18.52469484617518,0.1543724570514598,6976134.846153846,12907260.26427627,29617863.0,18394.0,90280209.0,11285026.125,15519500.052114977,30030406.0,20522.0,90228021.0,22557005.25,15025745.059617408,30078704.0,18394.0,1,0,0,0,288,160,0.0992394366759384,0.0551330203755213,0.0,256.0,129.06666666666666,115.07479969050358,13242.209523809524,0,0,0,8,14,0,0,0,0.0,138.28571428571428,113.77777777777776,131.2,0,0,0,0,0,0,3,341,1,218,845,331,3,32,461194.3333333333,473.238135966802,461732.0,460841.0,29615098.666666668,3269.320469659304,29617863.0,29611490.0,DoS UDP Flood,1
192.168.137.22-47.254.41.205-60016-1883-6,192.168.137.22,60016,47.254.41.205,1883,6,31/08/2023 03:06:03 PM,112126949,39,39,7762.0,0.0,534.0,143.0,199.02564102564105,89.78585258957096,0.0,0.0,0.0,0.0,69.22510662445654,0.6956400820288082,1456194.142857143,3090068.925101521,24503457.0,9068.0,111633023.0,2937711.1315789474,4210565.932723438,24997797.0,103251.0,111632609.0,2937700.2368421056,4211191.543063044,24999395.0,103038.0,1,0,0,0,780,780,0.3478200410144041,0.3478200410144041,0.0,534.0,102.34177215189872,120.25985604642304,14462.432976306396,0,0,0,39,78,0,0,0,1.0,103.65384615384616,199.02564102564105,0.0,0,0,0,1775,6,1227,1,337,1,0,5700,65392,38,20,11797235.8,10661048.512759224,22342398.0,494340.0,10021040.0,8130483.418526908,24503457.0,5595832.0,DoS UDP Flood,1
